id,routing_result
1322,.V 51 25 46
1323,.V 53 0 25
1324,.V 56 40 59
1325,.V 58 25 40
1326,.V 63 0 25
1327,.V 64 40 59
1328,.V 66 40 59
1329,.V 67 25 26
1330,.V 68 0 26
1331,.V 69 26 40
1332,.V 70 0 26
1333,.H 46 25 67
1334,.H 67 26 70
1335,.H 56 40 58
1336,.H 64 40 69
1337,.H 37 46 51
1338,.end
1339,.begin 82
1340,.V 7 35 59
1341,.V 21 0 19
1342,.V 24 19 35
1343,.V 85 0 29
1344,.V 86 29 35
1345,.V 88 44 59
1346,.V 90 29 44
1347,.V 99 0 29
1348,.V 100 29 59
1349,.V 109 0 29
1350,.V 111 0 29
1351,.V 115 29 59
1352,.V 131 0 29
1353,.H 21 19 24
1354,.H 85 29 131
1355,.H 7 35 86
1356,.H 88 44 90
1357,.end
